label,precision,recall,f1,support
0,0.9145554244464497,0.9255083763565483,0.9199993017613071,56946
1,0.9146812504512309,0.9453782296427572,0.9297764404773918,53605
2,0.9301084830161835,0.9138723374512921,0.9219189310676104,57229
3,0.7056487091178762,0.8090969359813219,0.7538403695348588,34693
4,0.9974366968027989,0.9997396059369846,0.998586823647729,57605
5,0.9266024014882462,0.8589868654844441,0.8915144228596223,57406
6,0.8753963750458961,0.9105301531090512,0.8926176780912835,57606
7,0.8670948429388807,0.7944832135541436,0.8292024495416168,57606
